Route_ID,Bus_ID,Date,Time,Passenger_Count,Bus_Capacity,Traffic_Level,Load_Percentage,Load_Status,Recommendation,Cluster,Demand_Level
R2,B104,2026-09-11,18:00,40,60,Medium,66.66666666666666,Normal,No action required,2,Medium Demand
R2,B109,2026-09-10,23:00,19,45,High,42.22222222222222,Low Load,Reduce bus frequency,0,Low Demand
R8,B102,2026-09-04,22:30,28,40,Medium,70.0,Normal,No action required,2,Medium Demand
R7,B104,2026-09-02,04:30,20,40,Low,50.0,Normal,No action required,0,Low Demand
R3,B111,2026-09-10,13:30,24,50,High,48.0,Low Load,Reduce bus frequency,0,Low Demand
R6,B106,2026-09-09,18:30,33,40,High,82.5,High Load,Consider adding a bus,2,Medium Demand
R7,B116,2026-09-15,01:30,27,55,Medium,49.09090909090909,Low Load,Reduce bus frequency,0,Low Demand
R3,B104,2026-09-13,19:30,61,55,High,110.9090909090909,Overloaded,Add additional bus immediately,1,High Demand
R8,B106,2026-09-09,07:30,63,60,High,105.0,Overloaded,Add additional bus immediately,1,High Demand
R3,B116,2026-09-03,15:00,28,55,Medium,50.90909090909091,Normal,No action required,0,Low Demand
R2,B109,2026-09-01,11:30,33,50,Medium,66.0,Normal,No action required,2,Medium Demand
R10,B108,2026-09-12,07:00,47,50,High,94.0,High Load,Consider adding a bus,1,High Demand
R2,B114,2026-09-11,12:00,25,45,Low,55.55555555555556,Normal,No action required,0,Low Demand
R9,B120,2026-09-01,11:00,16,40,Medium,40.0,Low Load,Reduce bus frequency,0,Low Demand
R8,B116,2026-09-02,19:30,37,45,High,82.22222222222221,High Load,Consider adding a bus,2,Medium Demand
R9,B108,2026-09-14,22:30,44,60,Low,73.33333333333333,Normal,No action required,2,Medium Demand
R2,B115,2026-09-13,10:30,41,55,Low,74.54545454545455,Normal,No action required,2,Medium Demand
R8,B101,2026-09-09,20:00,39,40,High,97.5,High Load,Consider adding a bus,1,High Demand
R1,B103,2026-09-14,10:00,67,60,High,111.66666666666667,Overloaded,Add additional bus immediately,1,High Demand
R8,B111,2026-09-02,09:00,52,50,High,104.0,Overloaded,Add additional bus immediately,1,High Demand
R6,B118,2026-09-14,00:30,38,60,Low,63.33333333333333,Normal,No action required,2,Medium Demand
R4,B101,2026-09-08,19:00,55,50,High,110.00000000000001,Overloaded,Add additional bus immediately,1,High Demand
R5,B118,2026-09-09,04:30,14,60,Medium,23.333333333333332,Low Load,Reduce bus frequency,0,Low Demand
R7,B104,2026-09-14,06:00,22,50,Low,44.0,Low Load,Reduce bus frequency,0,Low Demand
R7,B107,2026-09-05,07:00,40,55,High,72.72727272727273,Normal,No action required,2,Medium Demand
R10,B104,2026-09-10,23:30,49,55,Medium,89.0909090909091,High Load,Consider adding a bus,1,High Demand
R3,B116,2026-09-12,13:00,23,40,Medium,57.49999999999999,Normal,No action required,0,Low Demand
R9,B106,2026-09-04,22:00,18,60,Medium,30.0,Low Load,Reduce bus frequency,0,Low Demand
R7,B120,2026-09-08,02:00,40,60,Medium,66.66666666666666,Normal,No action required,2,Medium Demand
R4,B109,2026-09-08,13:00,28,55,High,50.90909090909091,Normal,No action required,0,Low Demand
R3,B105,2026-09-14,01:30,41,55,Medium,74.54545454545455,Normal,No action required,2,Medium Demand
R6,B118,2026-09-05,12:00,35,45,Low,77.77777777777779,Normal,No action required,2,Medium Demand
R6,B105,2026-09-11,23:00,27,45,Medium,60.0,Normal,No action required,2,Medium Demand
R9,B116,2026-09-13,09:30,53,60,High,88.33333333333333,High Load,Consider adding a bus,1,High Demand
R9,B110,2026-09-01,12:00,15,55,Medium,27.27272727272727,Low Load,Reduce bus frequency,0,Low Demand
R4,B109,2026-09-07,08:00,38,45,High,84.44444444444444,High Load,Consider adding a bus,2,Medium Demand
R1,B110,2026-09-12,18:30,56,45,Low,124.44444444444444,Overloaded,Add additional bus immediately,1,High Demand
R9,B108,2026-09-09,12:30,44,60,Low,73.33333333333333,Normal,No action required,2,Medium Demand
R5,B102,2026-09-09,11:30,34,55,Low,61.81818181818181,Normal,No action required,2,Medium Demand
R1,B101,2026-09-05,13:00,33,50,Medium,66.0,Normal,No action required,2,Medium Demand
R8,B108,2026-09-13,18:30,50,50,High,100.0,High Load,Consider adding a bus,1,High Demand
R5,B115,2026-09-02,19:30,25,45,Medium,55.55555555555556,Normal,No action required,0,Low Demand
R9,B104,2026-09-02,02:00,32,55,Low,58.18181818181818,Normal,No action required,2,Medium Demand
R5,B101,2026-09-11,04:00,18,50,Medium,36.0,Low Load,Reduce bus frequency,0,Low Demand
R3,B111,2026-09-02,07:30,65,60,High,108.33333333333333,Overloaded,Add additional bus immediately,1,High Demand
R10,B118,2026-09-02,18:30,40,50,High,80.0,High Load,Consider adding a bus,2,Medium Demand
R4,B106,2026-09-02,16:00,18,60,Medium,30.0,Low Load,Reduce bus frequency,0,Low Demand
R6,B108,2026-09-08,07:00,37,45,Medium,82.22222222222221,High Load,Consider adding a bus,2,Medium Demand
R10,B117,2026-09-13,04:30,51,55,Medium,92.72727272727272,High Load,Consider adding a bus,1,High Demand
R8,B108,2026-09-14,11:30,17,60,Low,28.333333333333332,Low Load,Reduce bus frequency,0,Low Demand
R6,B113,2026-09-09,11:00,31,40,Low,77.5,Normal,No action required,2,Medium Demand
R6,B117,2026-09-10,17:30,51,60,High,85.0,High Load,Consider adding a bus,1,High Demand
R4,B111,2026-09-02,23:30,25,60,High,41.66666666666667,Low Load,Reduce bus frequency,0,Low Demand
R1,B103,2026-09-14,15:30,37,45,Medium,82.22222222222221,High Load,Consider adding a bus,2,Medium Demand
R7,B104,2026-09-12,16:30,38,45,Medium,84.44444444444444,High Load,Consider adding a bus,2,Medium Demand
R2,B105,2026-09-11,00:30,8,40,Medium,20.0,Low Load,Reduce bus frequency,0,Low Demand
R2,B102,2026-09-06,14:00,27,45,Medium,60.0,Normal,No action required,2,Medium Demand
R7,B115,2026-09-10,11:00,33,55,Low,60.0,Normal,No action required,2,Medium Demand
R2,B118,2026-09-14,21:30,11,40,Medium,27.500000000000004,Low Load,Reduce bus frequency,0,Low Demand
R2,B112,2026-09-03,11:30,39,60,Low,65.0,Normal,No action required,2,Medium Demand
R10,B103,2026-09-10,13:30,39,50,Low,78.0,Normal,No action required,2,Medium Demand
R4,B105,2026-09-12,20:30,35,55,Low,63.63636363636363,Normal,No action required,2,Medium Demand
R5,B112,2026-09-13,00:30,15,40,Medium,37.5,Low Load,Reduce bus frequency,0,Low Demand
R7,B118,2026-09-03,01:00,48,60,Low,80.0,High Load,Consider adding a bus,1,High Demand
R6,B107,2026-09-15,00:00,20,55,Medium,36.36363636363637,Low Load,Reduce bus frequency,0,Low Demand
R5,B107,2026-09-05,02:00,25,40,Medium,62.5,Normal,No action required,2,Medium Demand
R1,B118,2026-09-14,23:30,29,55,Medium,52.72727272727272,Normal,No action required,2,Medium Demand
R10,B116,2026-09-08,20:00,50,50,Medium,100.0,High Load,Consider adding a bus,1,High Demand
R2,B110,2026-09-02,17:00,47,60,High,78.33333333333333,Normal,No action required,1,High Demand
R5,B119,2026-09-13,07:00,47,45,High,104.44444444444446,Overloaded,Add additional bus immediately,1,High Demand
R7,B106,2026-09-07,21:30,18,40,Low,45.0,Low Load,Reduce bus frequency,0,Low Demand
R6,B105,2026-09-11,11:00,20,50,Low,40.0,Low Load,Reduce bus frequency,0,Low Demand
R5,B116,2026-09-03,13:00,37,60,Low,61.66666666666667,Normal,No action required,2,Medium Demand
R3,B118,2026-09-06,20:00,43,45,High,95.55555555555556,High Load,Consider adding a bus,1,High Demand
R2,B101,2026-09-14,16:30,33,60,Low,55.00000000000001,Normal,No action required,2,Medium Demand
R1,B118,2026-09-12,19:30,53,50,High,106.0,Overloaded,Add additional bus immediately,1,High Demand
R3,B112,2026-09-05,23:30,39,55,Medium,70.9090909090909,Normal,No action required,2,Medium Demand
R9,B117,2026-09-09,16:30,7,40,Low,17.5,Low Load,Reduce bus frequency,0,Low Demand
R4,B120,2026-09-12,04:30,12,45,Low,26.666666666666668,Low Load,Reduce bus frequency,0,Low Demand
R3,B116,2026-09-02,02:00,30,50,Low,60.0,Normal,No action required,2,Medium Demand
R2,B109,2026-09-06,05:00,21,50,Low,42.0,Low Load,Reduce bus frequency,0,Low Demand
R8,B115,2026-09-02,01:30,16,40,High,40.0,Low Load,Reduce bus frequency,0,Low Demand
R9,B109,2026-09-13,13:30,14,50,Medium,28.000000000000004,Low Load,Reduce bus frequency,0,Low Demand
R2,B117,2026-09-09,06:00,17,50,High,34.0,Low Load,Reduce bus frequency,0,Low Demand
R7,B112,2026-09-11,14:30,49,50,Medium,98.0,High Load,Consider adding a bus,1,High Demand
R8,B106,2026-09-02,20:30,19,45,Medium,42.22222222222222,Low Load,Reduce bus frequency,0,Low Demand
R3,B106,2026-09-08,22:30,35,45,Medium,77.77777777777779,Normal,No action required,2,Medium Demand
R6,B104,2026-09-11,10:30,31,55,Low,56.36363636363636,Normal,No action required,2,Medium Demand
R7,B101,2026-09-02,03:30,33,45,Low,73.33333333333333,Normal,No action required,2,Medium Demand
R10,B105,2026-09-04,18:30,34,40,Medium,85.0,High Load,Consider adding a bus,2,Medium Demand
R7,B120,2026-09-14,19:30,65,60,Low,108.33333333333333,Overloaded,Add additional bus immediately,1,High Demand
R2,B107,2026-09-14,04:00,40,55,High,72.72727272727273,Normal,No action required,2,Medium Demand
R3,B108,2026-09-14,01:00,38,55,Low,69.0909090909091,Normal,No action required,2,Medium Demand
R9,B109,2026-09-08,12:30,21,45,High,46.666666666666664,Low Load,Reduce bus frequency,0,Low Demand
R2,B108,2026-09-09,10:30,8,55,Low,14.545454545454545,Low Load,Reduce bus frequency,0,Low Demand
R7,B105,2026-09-03,06:30,51,60,Low,85.0,High Load,Consider adding a bus,1,High Demand
R10,B102,2026-09-11,23:00,15,60,Medium,25.0,Low Load,Reduce bus frequency,0,Low Demand
R9,B101,2026-09-12,08:30,52,55,High,94.54545454545455,High Load,Consider adding a bus,1,High Demand
R9,B114,2026-09-11,12:00,15,45,Medium,33.33333333333333,Low Load,Reduce bus frequency,0,Low Demand
R10,B104,2026-09-04,02:00,36,55,Low,65.45454545454545,Normal,No action required,2,Medium Demand
R2,B110,2026-09-12,19:30,46,60,High,76.66666666666667,Normal,No action required,2,Medium Demand
R10,B117,2026-09-12,07:30,35,40,Low,87.5,High Load,Consider adding a bus,2,Medium Demand
R6,B114,2026-09-03,12:00,32,50,Low,64.0,Normal,No action required,2,Medium Demand
R7,B119,2026-09-14,06:30,43,50,Low,86.0,High Load,Consider adding a bus,1,High Demand
R4,B114,2026-09-13,02:30,26,60,Low,43.333333333333336,Low Load,Reduce bus frequency,0,Low Demand
R5,B119,2026-09-09,17:00,51,50,High,102.0,Overloaded,Add additional bus immediately,1,High Demand
R2,B108,2026-09-04,16:00,32,55,Low,58.18181818181818,Normal,No action required,2,Medium Demand
R10,B102,2026-09-09,12:30,6,45,High,13.333333333333334,Low Load,Reduce bus frequency,0,Low Demand
R2,B105,2026-09-14,00:30,16,55,Low,29.09090909090909,Low Load,Reduce bus frequency,0,Low Demand
R1,B113,2026-09-14,07:30,51,55,High,92.72727272727272,High Load,Consider adding a bus,1,High Demand
R10,B102,2026-09-14,21:00,16,45,Low,35.55555555555556,Low Load,Reduce bus frequency,0,Low Demand
R9,B110,2026-09-01,22:30,17,45,Medium,37.77777777777778,Low Load,Reduce bus frequency,0,Low Demand
R4,B120,2026-09-01,23:30,30,45,Low,66.66666666666666,Normal,No action required,2,Medium Demand
R5,B113,2026-09-09,15:30,16,50,Low,32.0,Low Load,Reduce bus frequency,0,Low Demand
R1,B103,2026-09-12,22:30,36,40,Low,90.0,High Load,Consider adding a bus,2,Medium Demand
R5,B108,2026-09-05,09:00,48,60,High,80.0,High Load,Consider adding a bus,1,High Demand
R1,B109,2026-09-09,21:30,27,45,Medium,60.0,Normal,No action required,2,Medium Demand
R2,B117,2026-09-12,16:30,30,50,Medium,60.0,Normal,No action required,2,Medium Demand
R8,B113,2026-09-11,13:00,45,60,Medium,75.0,Normal,No action required,2,Medium Demand
R8,B119,2026-09-11,12:00,11,40,Low,27.500000000000004,Low Load,Reduce bus frequency,0,Low Demand
R4,B108,2026-09-10,00:30,34,50,High,68.0,Normal,No action required,2,Medium Demand
R4,B110,2026-09-09,17:30,43,40,High,107.5,Overloaded,Add additional bus immediately,1,High Demand
R2,B118,2026-09-11,09:00,34,45,Medium,75.55555555555556,Normal,No action required,2,Medium Demand
R4,B116,2026-09-06,05:30,34,45,Medium,75.55555555555556,Normal,No action required,2,Medium Demand
R4,B108,2026-09-06,13:00,21,45,Medium,46.666666666666664,Low Load,Reduce bus frequency,0,Low Demand
R2,B116,2026-09-01,08:30,55,60,High,91.66666666666666,High Load,Consider adding a bus,1,High Demand
R1,B116,2026-09-14,11:00,46,50,Low,92.0,High Load,Consider adding a bus,1,High Demand
R5,B116,2026-09-12,03:00,12,45,Low,26.666666666666668,Low Load,Reduce bus frequency,0,Low Demand
R10,B105,2026-09-12,10:30,18,40,Medium,45.0,Low Load,Reduce bus frequency,0,Low Demand
R7,B106,2026-09-03,19:00,53,55,High,96.36363636363636,High Load,Consider adding a bus,1,High Demand
R1,B101,2026-09-09,07:30,40,45,High,88.88888888888889,High Load,Consider adding a bus,2,Medium Demand
R9,B109,2026-09-06,23:00,24,45,Low,53.333333333333336,Normal,No action required,0,Low Demand
R6,B106,2026-09-10,06:30,33,55,Low,60.0,Normal,No action required,2,Medium Demand
R5,B115,2026-09-13,10:00,45,45,Medium,100.0,High Load,Consider adding a bus,1,High Demand
R4,B104,2026-09-06,06:00,40,50,Medium,80.0,High Load,Consider adding a bus,2,Medium Demand
R3,B116,2026-09-04,23:30,22,40,Low,55.00000000000001,Normal,No action required,0,Low Demand
R9,B118,2026-09-11,14:30,24,50,Low,48.0,Low Load,Reduce bus frequency,0,Low Demand
R3,B102,2026-09-06,15:30,31,45,Low,68.88888888888889,Normal,No action required,2,Medium Demand
R8,B111,2026-09-08,22:00,30,50,Low,60.0,Normal,No action required,2,Medium Demand
R7,B104,2026-09-14,03:30,31,50,Low,62.0,Normal,No action required,2,Medium Demand
R9,B106,2026-09-08,19:00,44,50,Medium,88.0,High Load,Consider adding a bus,1,High Demand
R2,B113,2026-09-07,08:00,65,60,High,108.33333333333333,Overloaded,Add additional bus immediately,1,High Demand
R3,B111,2026-09-14,16:30,33,55,Medium,60.0,Normal,No action required,2,Medium Demand
R6,B108,2026-09-07,23:30,33,50,Medium,66.0,Normal,No action required,2,Medium Demand
R10,B113,2026-09-10,17:00,56,50,High,112.00000000000001,Overloaded,Add additional bus immediately,1,High Demand
R8,B114,2026-09-05,03:30,11,45,Medium,24.444444444444443,Low Load,Reduce bus frequency,0,Low Demand
R4,B109,2026-09-05,17:00,36,40,Medium,90.0,High Load,Consider adding a bus,2,Medium Demand
R9,B102,2026-09-09,16:30,34,40,Medium,85.0,High Load,Consider adding a bus,2,Medium Demand
R2,B109,2026-09-04,13:00,47,60,Low,78.33333333333333,Normal,No action required,1,High Demand
R5,B115,2026-09-04,00:30,15,45,Medium,33.33333333333333,Low Load,Reduce bus frequency,0,Low Demand
R1,B112,2026-09-11,09:00,62,50,High,124.0,Overloaded,Add additional bus immediately,1,High Demand
R3,B118,2026-09-13,20:00,46,45,High,102.22222222222221,Overloaded,Add additional bus immediately,1,High Demand
R10,B114,2026-09-14,21:00,24,60,Medium,40.0,Low Load,Reduce bus frequency,0,Low Demand
R2,B115,2026-09-09,00:30,20,50,Low,40.0,Low Load,Reduce bus frequency,0,Low Demand
R1,B101,2026-09-04,03:00,43,60,Low,71.66666666666667,Normal,No action required,2,Medium Demand
R8,B110,2026-09-10,09:30,39,40,High,97.5,High Load,Consider adding a bus,1,High Demand
R1,B118,2026-09-05,06:00,32,50,Low,64.0,Normal,No action required,2,Medium Demand
R7,B113,2026-09-06,20:00,49,45,Low,108.88888888888889,Overloaded,Add additional bus immediately,1,High Demand
R9,B120,2026-09-07,07:00,44,50,High,88.0,High Load,Consider adding a bus,1,High Demand
R2,B106,2026-09-07,09:30,43,45,Medium,95.55555555555556,High Load,Consider adding a bus,1,High Demand
R8,B109,2026-09-11,17:00,46,60,Medium,76.66666666666667,Normal,No action required,2,Medium Demand
R3,B104,2026-09-06,23:00,31,50,Low,62.0,Normal,No action required,2,Medium Demand
R1,B108,2026-09-04,10:30,14,40,Low,35.0,Low Load,Reduce bus frequency,0,Low Demand
R8,B112,2026-09-01,21:30,44,55,Low,80.0,High Load,Consider adding a bus,2,Medium Demand
R3,B102,2026-09-09,14:00,33,50,Low,66.0,Normal,No action required,2,Medium Demand
R7,B101,2026-09-06,12:30,42,40,Low,105.0,Overloaded,Add additional bus immediately,1,High Demand
R4,B102,2026-09-11,01:00,13,45,Medium,28.888888888888886,Low Load,Reduce bus frequency,0,Low Demand
R7,B110,2026-09-04,14:30,16,50,Medium,32.0,Low Load,Reduce bus frequency,0,Low Demand
R9,B117,2026-09-06,15:00,15,40,Low,37.5,Low Load,Reduce bus frequency,0,Low Demand
R4,B104,2026-09-14,17:30,33,45,High,73.33333333333333,Normal,No action required,2,Medium Demand
R5,B119,2026-09-09,16:00,13,40,Medium,32.5,Low Load,Reduce bus frequency,0,Low Demand
R8,B120,2026-09-09,03:30,19,45,Medium,42.22222222222222,Low Load,Reduce bus frequency,0,Low Demand
R8,B103,2026-09-08,10:30,50,60,High,83.33333333333334,High Load,Consider adding a bus,1,High Demand
R3,B118,2026-09-03,21:30,20,40,Low,50.0,Normal,No action required,0,Low Demand
R9,B112,2026-09-05,08:00,45,55,Low,81.81818181818183,High Load,Consider adding a bus,1,High Demand
R1,B116,2026-09-13,03:30,39,55,Low,70.9090909090909,Normal,No action required,2,Medium Demand
R4,B119,2026-09-12,19:30,45,45,Medium,100.0,High Load,Consider adding a bus,1,High Demand
R9,B106,2026-09-12,13:00,21,40,Low,52.5,Normal,No action required,0,Low Demand
R5,B118,2026-09-10,21:30,28,50,Low,56.00000000000001,Normal,No action required,2,Medium Demand
R1,B120,2026-09-14,11:00,39,50,Low,78.0,Normal,No action required,2,Medium Demand
R9,B113,2026-09-12,09:30,46,45,High,102.22222222222221,Overloaded,Add additional bus immediately,1,High Demand
R7,B111,2026-09-03,06:30,17,40,Medium,42.5,Low Load,Reduce bus frequency,0,Low Demand
R3,B106,2026-09-05,12:30,22,40,Low,55.00000000000001,Normal,No action required,0,Low Demand
R7,B116,2026-09-14,12:30,30,60,Medium,50.0,Normal,No action required,0,Low Demand
R6,B108,2026-09-02,17:30,63,60,Low,105.0,Overloaded,Add additional bus immediately,1,High Demand
R2,B115,2026-09-08,22:00,27,40,Medium,67.5,Normal,No action required,2,Medium Demand
R7,B112,2026-09-14,09:00,34,40,Medium,85.0,High Load,Consider adding a bus,2,Medium Demand
R4,B117,2026-09-03,09:00,39,40,High,97.5,High Load,Consider adding a bus,1,High Demand
R4,B107,2026-09-06,12:30,46,60,Medium,76.66666666666667,Normal,No action required,2,Medium Demand
R2,B119,2026-09-11,00:00,24,50,Medium,48.0,Low Load,Reduce bus frequency,0,Low Demand
R2,B106,2026-09-12,23:00,26,45,Low,57.77777777777777,Normal,No action required,2,Medium Demand
R8,B112,2026-09-12,23:00,31,50,High,62.0,Normal,No action required,2,Medium Demand
R6,B114,2026-09-08,03:00,33,55,Medium,60.0,Normal,No action required,2,Medium Demand
R5,B112,2026-09-10,18:30,41,55,High,74.54545454545455,Normal,No action required,2,Medium Demand
R1,B110,2026-09-01,13:30,55,60,Medium,91.66666666666666,High Load,Consider adding a bus,1,High Demand
R4,B107,2026-09-01,16:30,43,50,Medium,86.0,High Load,Consider adding a bus,1,High Demand
R5,B118,2026-09-13,02:00,35,60,Medium,58.333333333333336,Normal,No action required,2,Medium Demand
R3,B105,2026-09-09,01:00,26,50,Medium,52.0,Normal,No action required,0,Low Demand
R5,B110,2026-09-13,09:30,42,40,Medium,105.0,Overloaded,Add additional bus immediately,1,High Demand
R8,B106,2026-09-13,12:30,12,55,Medium,21.818181818181817,Low Load,Reduce bus frequency,0,Low Demand
R5,B102,2026-09-09,08:30,41,60,Low,68.33333333333333,Normal,No action required,2,Medium Demand
R7,B114,2026-09-06,01:30,31,40,Medium,77.5,Normal,No action required,2,Medium Demand
R1,B113,2026-09-07,17:30,34,40,High,85.0,High Load,Consider adding a bus,2,Medium Demand
R4,B105,2026-09-09,14:30,27,40,High,67.5,Normal,No action required,2,Medium Demand
R10,B117,2026-09-05,23:00,30,40,Low,75.0,Normal,No action required,2,Medium Demand
R8,B119,2026-09-12,22:00,14,40,Low,35.0,Low Load,Reduce bus frequency,0,Low Demand
R9,B114,2026-09-04,02:30,11,45,Low,24.444444444444443,Low Load,Reduce bus frequency,0,Low Demand
R9,B120,2026-09-06,11:30,24,60,Low,40.0,Low Load,Reduce bus frequency,0,Low Demand
R7,B111,2026-09-03,03:00,33,60,Low,55.00000000000001,Normal,No action required,2,Medium Demand
R6,B120,2026-09-07,17:30,36,40,Medium,90.0,High Load,Consider adding a bus,2,Medium Demand
R8,B120,2026-09-10,15:00,34,45,Low,75.55555555555556,Normal,No action required,2,Medium Demand
R2,B104,2026-09-06,09:30,47,40,High,117.5,Overloaded,Add additional bus immediately,1,High Demand
R5,B101,2026-09-03,14:00,22,50,Low,44.0,Low Load,Reduce bus frequency,0,Low Demand
R4,B107,2026-09-12,09:00,61,60,High,101.66666666666666,Overloaded,Add additional bus immediately,1,High Demand
R10,B105,2026-09-09,06:00,28,40,Medium,70.0,Normal,No action required,2,Medium Demand
R5,B107,2026-09-07,00:00,36,60,Low,60.0,Normal,No action required,2,Medium Demand
R1,B103,2026-09-07,00:00,47,55,Medium,85.45454545454545,High Load,Consider adding a bus,1,High Demand
R5,B113,2026-09-09,08:00,45,45,High,100.0,High Load,Consider adding a bus,1,High Demand
R6,B116,2026-09-12,13:30,26,60,Low,43.333333333333336,Low Load,Reduce bus frequency,0,Low Demand
R1,B102,2026-09-12,12:30,27,45,Low,60.0,Normal,No action required,2,Medium Demand
R3,B101,2026-09-08,17:30,54,50,Medium,108.0,Overloaded,Add additional bus immediately,1,High Demand
R5,B102,2026-09-09,11:30,34,50,Medium,68.0,Normal,No action required,2,Medium Demand
R1,B118,2026-09-06,00:30,43,50,Low,86.0,High Load,Consider adding a bus,1,High Demand
R7,B117,2026-09-14,13:30,34,60,Medium,56.666666666666664,Normal,No action required,2,Medium Demand
R10,B105,2026-09-07,21:00,23,55,High,41.81818181818181,Low Load,Reduce bus frequency,0,Low Demand
R3,B119,2026-09-05,13:00,30,60,Medium,50.0,Normal,No action required,0,Low Demand
R9,B105,2026-09-04,07:30,50,55,High,90.9090909090909,High Load,Consider adding a bus,1,High Demand
R9,B104,2026-09-08,00:00,14,45,Medium,31.11111111111111,Low Load,Reduce bus frequency,0,Low Demand
R1,B111,2026-09-10,00:00,45,55,Low,81.81818181818183,High Load,Consider adding a bus,1,High Demand
R5,B105,2026-09-03,12:00,6,45,Low,13.333333333333334,Low Load,Reduce bus frequency,0,Low Demand
R10,B120,2026-09-14,03:30,20,50,Medium,40.0,Low Load,Reduce bus frequency,0,Low Demand
R6,B103,2026-09-04,02:00,38,55,Medium,69.0909090909091,Normal,No action required,2,Medium Demand
R6,B106,2026-09-11,17:00,43,55,High,78.18181818181819,Normal,No action required,2,Medium Demand
R1,B109,2026-09-05,23:00,54,55,Medium,98.18181818181819,High Load,Consider adding a bus,1,High Demand
R4,B103,2026-09-10,14:00,23,45,Medium,51.11111111111111,Normal,No action required,0,Low Demand
R4,B114,2026-09-02,02:30,44,55,Medium,80.0,High Load,Consider adding a bus,2,Medium Demand
R6,B113,2026-09-13,10:00,60,60,High,100.0,High Load,Consider adding a bus,1,High Demand
R9,B104,2026-09-10,23:00,9,55,Medium,16.363636363636363,Low Load,Reduce bus frequency,0,Low Demand
R4,B117,2026-09-09,16:00,13,60,High,21.666666666666668,Low Load,Reduce bus frequency,0,Low Demand
R1,B107,2026-09-10,14:30,29,50,Low,57.99999999999999,Normal,No action required,2,Medium Demand
R5,B115,2026-09-10,05:30,31,45,Low,68.88888888888889,Normal,No action required,2,Medium Demand
R8,B115,2026-09-11,21:30,23,40,Low,57.49999999999999,Normal,No action required,0,Low Demand
R9,B105,2026-09-10,01:00,6,55,Low,10.909090909090908,Low Load,Reduce bus frequency,0,Low Demand
R4,B115,2026-09-06,13:30,27,40,Low,67.5,Normal,No action required,2,Medium Demand
R3,B104,2026-09-03,15:30,32,40,Medium,80.0,High Load,Consider adding a bus,2,Medium Demand
R9,B120,2026-09-09,07:00,33,45,High,73.33333333333333,Normal,No action required,2,Medium Demand
R3,B111,2026-09-04,10:00,51,60,Medium,85.0,High Load,Consider adding a bus,1,High Demand
R5,B110,2026-09-07,09:00,38,55,High,69.0909090909091,Normal,No action required,2,Medium Demand
R3,B107,2026-09-14,12:00,10,40,Medium,25.0,Low Load,Reduce bus frequency,0,Low Demand
R1,B120,2026-09-06,07:00,59,55,Medium,107.27272727272728,Overloaded,Add additional bus immediately,1,High Demand
R8,B114,2026-09-02,22:00,16,55,Medium,29.09090909090909,Low Load,Reduce bus frequency,0,Low Demand
R9,B107,2026-09-05,04:00,22,40,Low,55.00000000000001,Normal,No action required,0,Low Demand
R1,B105,2026-09-13,13:00,21,40,Medium,52.5,Normal,No action required,0,Low Demand
R7,B106,2026-09-07,07:00,49,45,High,108.88888888888889,Overloaded,Add additional bus immediately,1,High Demand
R10,B119,2026-09-05,00:00,41,60,High,68.33333333333333,Normal,No action required,2,Medium Demand
R5,B111,2026-09-09,07:30,50,50,High,100.0,High Load,Consider adding a bus,1,High Demand
R9,B103,2026-09-11,06:30,30,50,Low,60.0,Normal,No action required,2,Medium Demand
R9,B107,2026-09-14,06:30,28,45,Low,62.22222222222222,Normal,No action required,2,Medium Demand
R9,B103,2026-09-14,03:00,43,55,High,78.18181818181819,Normal,No action required,2,Medium Demand
R6,B109,2026-09-13,11:30,32,60,High,53.333333333333336,Normal,No action required,2,Medium Demand
R3,B120,2026-09-11,19:30,62,60,High,103.33333333333334,Overloaded,Add additional bus immediately,1,High Demand
R10,B108,2026-09-05,08:30,36,50,Low,72.0,Normal,No action required,2,Medium Demand
R2,B107,2026-09-10,01:30,23,60,Low,38.333333333333336,Low Load,Reduce bus frequency,0,Low Demand
R1,B107,2026-09-06,15:30,24,50,Medium,48.0,Low Load,Reduce bus frequency,0,Low Demand
R9,B118,2026-09-01,08:30,37,50,Medium,74.0,Normal,No action required,2,Medium Demand
R1,B106,2026-09-08,06:30,42,45,Medium,93.33333333333333,High Load,Consider adding a bus,1,High Demand
R8,B116,2026-09-15,00:00,8,40,Low,20.0,Low Load,Reduce bus frequency,0,Low Demand
R6,B115,2026-09-02,10:00,47,55,High,85.45454545454545,High Load,Consider adding a bus,1,High Demand
R6,B118,2026-09-01,15:00,42,60,Low,70.0,Normal,No action required,2,Medium Demand
R6,B103,2026-09-07,05:00,14,45,Medium,31.11111111111111,Low Load,Reduce bus frequency,0,Low Demand
R7,B118,2026-09-13,09:30,43,45,High,95.55555555555556,High Load,Consider adding a bus,1,High Demand
R5,B111,2026-09-07,00:30,23,40,Low,57.49999999999999,Normal,No action required,0,Low Demand
R4,B112,2026-09-07,16:00,28,55,Low,50.90909090909091,Normal,No action required,0,Low Demand
R4,B103,2026-09-12,00:30,33,55,Low,60.0,Normal,No action required,2,Medium Demand
R9,B105,2026-09-08,11:30,24,45,High,53.333333333333336,Normal,No action required,0,Low Demand
R3,B104,2026-09-04,01:00,20,60,Low,33.33333333333333,Low Load,Reduce bus frequency,0,Low Demand
R7,B117,2026-09-01,07:30,36,40,Medium,90.0,High Load,Consider adding a bus,2,Medium Demand
